date,area,average_price,houses_sold
2016-09-01,sutton,375152,279.0
2016-10-01,sutton,374923,289.0
2016-11-01,sutton,371407,317.0
2016-12-01,sutton,369869,310.0
2017-01-01,sutton,365567,232.0
2017-02-01,sutton,366941,261.0
2017-03-01,sutton,371234,255.0
2017-04-01,sutton,376231,211.0
2017-05-01,sutton,377365,233.0
2017-06-01,sutton,379352,254.0
2017-07-01,sutton,380601,277.0
2017-08-01,sutton,382729,315.0
2017-09-01,sutton,382200,260.0
2017-10-01,sutton,381501,230.0
2017-11-01,sutton,381410,257.0
2017-12-01,sutton,377963,233.0
2018-01-01,sutton,376097,196.0
2018-02-01,sutton,371697,210.0
2018-03-01,sutton,376096,212.0
2018-04-01,sutton,375827,189.0
2018-05-01,sutton,379977,209.0
2018-06-01,sutton,381296,217.0
2018-07-01,sutton,385780,248.0
2018-08-01,sutton,387410,263.0
2018-09-01,sutton,382056,229.0
2018-10-01,sutton,381961,217.0
2018-11-01,sutton,377480,247.0
2018-12-01,sutton,375474,239.0
2019-01-01,sutton,374145,185.0
2019-02-01,sutton,374366,202.0
2019-03-01,sutton,371704,198.0
2019-04-01,sutton,368717,186.0
2019-05-01,sutton,370330,177.0
2019-06-01,sutton,372902,194.0
2019-07-01,sutton,374130,195.0
2019-08-01,sutton,369204,271.0
2019-09-01,sutton,373890,208.0
2019-10-01,sutton,370475,204.0
2019-11-01,sutton,375450,217.0
1995-01-01,tower hamlets,59865,147.0
1995-02-01,tower hamlets,62319,149.0
1995-03-01,tower hamlets,63939,166.0
1995-04-01,tower hamlets,66233,204.0
1995-05-01,tower hamlets,66433,186.0
1995-06-01,tower hamlets,66232,231.0
1995-07-01,tower hamlets,64692,151.0
1995-08-01,tower hamlets,63472,239.0
1995-09-01,tower hamlets,62178,206.0
1995-10-01,tower hamlets,62066,143.0
1995-11-01,tower hamlets,62414,139.0
1995-12-01,tower hamlets,63986,156.0
1996-01-01,tower hamlets,67552,114.0
1996-03-01,tower hamlets,69638,144.0
1996-04-01,tower hamlets,66727,145.0
1996-05-01,tower hamlets,65602,212.0
1996-06-01,tower hamlets,67437,204.0
1996-07-01,tower hamlets,69424,195.0
1996-08-01,tower hamlets,69860,237.0
1996-09-01,tower hamlets,72296,239.0
1996-10-01,tower hamlets,73388,255.0
1996-11-01,tower hamlets,74419,256.0
1996-12-01,tower hamlets,73725,309.0
1997-01-01,tower hamlets,74439,219.0
1997-02-01,tower hamlets,80441,223.0
1997-03-01,tower hamlets,82804,306.0
1997-04-01,tower hamlets,87751,251.0
1997-05-01,tower hamlets,85916,289.0
1997-06-01,tower hamlets,88146,289.0
1997-07-01,tower hamlets,87751,327.0
1997-08-01,tower hamlets,87897,338.0
1997-09-01,tower hamlets,88180,357.0
1997-10-01,tower hamlets,88055,460.0
1997-11-01,tower hamlets,88188,339.0
1997-12-01,tower hamlets,89546,379.0
1998-01-01,tower hamlets,90192,293.0
1998-02-01,tower hamlets,90684,230.0
1998-03-01,tower hamlets,91785,314.0
1998-04-01,tower hamlets,94496,296.0
1998-05-01,tower hamlets,96080,364.0
1998-06-01,tower hamlets,97173,476.0
1998-07-01,tower hamlets,96482,399.0
1998-08-01,tower hamlets,98577,418.0
1998-09-01,tower hamlets,98087,455.0
1998-10-01,tower hamlets,99342,408.0
1998-11-01,tower hamlets,100982,364.0
1998-12-01,tower hamlets,104182,483.0
1999-01-01,tower hamlets,107464,273.0
1999-02-01,tower hamlets,105113,289.0
1999-03-01,tower hamlets,102998,447.0
1999-04-01,tower hamlets,101336,476.0
1999-05-01,tower hamlets,105613,390.0
1999-06-01,tower hamlets,109233,543.0
1999-07-01,tower hamlets,113502,593.0
1999-08-01,tower hamlets,115474,480.0
1999-09-01,tower hamlets,120786,534.0
1999-10-01,tower hamlets,122838,501.0
1999-11-01,tower hamlets,125415,465.0
1999-12-01,tower hamlets,126650,481.0
2000-01-01,tower hamlets,128200,328.0
2000-02-01,tower hamlets,128810,352.0
2000-03-01,tower hamlets,130069,468.0
2000-04-01,tower hamlets,136084,479.0
2000-05-01,tower hamlets,142126,503.0
2000-06-01,tower hamlets,146213,493.0
2000-07-01,tower hamlets,146151,530.0
2000-08-01,tower hamlets,145689,350.0
2000-09-01,tower hamlets,146877,395.0
2000-10-01,tower hamlets,147004,342.0
2000-11-01,tower hamlets,150303,357.0
2000-12-01,tower hamlets,147927,429.0
2001-01-01,tower hamlets,150152,322.0
2001-02-01,tower hamlets,149264,385.0
2001-03-01,tower hamlets,154792,425.0
2001-04-01,tower hamlets,157147,392.0
2001-05-01,tower hamlets,160949,449.0
2001-06-01,tower hamlets,163246,510.0
2001-07-01,tower hamlets,165912,496.0
2001-08-01,tower hamlets,167692,482.0
2001-09-01,tower hamlets,169186,434.0
2001-10-01,tower hamlets,170268,383.0
2001-11-01,tower hamlets,171930,316.0
2001-12-01,tower hamlets,169533,338.0
2002-01-01,tower hamlets,170071,258.0
2002-02-01,tower hamlets,172918,297.0
2002-03-01,tower hamlets,177295,380.0
2002-04-01,tower hamlets,179749,416.0
2002-05-01,tower hamlets,181132,535.0
2002-06-01,tower hamlets,186440,462.0
2002-07-01,tower hamlets,188469,477.0
2002-08-01,tower hamlets,191310,502.0
2002-09-01,tower hamlets,192486,368.0
2002-10-01,tower hamlets,199561,354.0
2002-11-01,tower hamlets,201935,336.0
2002-12-01,tower hamlets,206096,330.0
2003-01-01,tower hamlets,206385,286.0
2003-02-01,tower hamlets,208254,233.0
2003-03-01,tower hamlets,206864,240.0
2003-04-01,tower hamlets,208224,225.0
2003-05-01,tower hamlets,208306,331.0
2003-06-01,tower hamlets,208760,298.0
2003-07-01,tower hamlets,206606,336.0
2003-08-01,tower hamlets,208038,361.0
2003-09-01,tower hamlets,207149,401.0
2003-10-01,tower hamlets,206803,451.0
2003-11-01,tower hamlets,207685,469.0
2003-12-01,tower hamlets,211745,461.0
2004-01-01,tower hamlets,212402,351.0
2004-02-01,tower hamlets,214314,345.0
2004-03-01,tower hamlets,210840,481.0
2004-04-01,tower hamlets,214315,496.0
2004-05-01,tower hamlets,216789,477.0
2004-06-01,tower hamlets,222638,516.0
2004-07-01,tower hamlets,222295,716.0
2004-08-01,tower hamlets,225156,568.0
2004-09-01,tower hamlets,225016,611.0
2004-10-01,tower hamlets,225689,405.0
2004-11-01,tower hamlets,224487,358.0
2004-12-01,tower hamlets,225902,470.0
2005-01-01,tower hamlets,228493,321.0
2005-02-01,tower hamlets,226089,311.0
2005-03-01,tower hamlets,225128,362.0
2005-04-01,tower hamlets,229518,389.0
2005-05-01,tower hamlets,227543,393.0
2005-06-01,tower hamlets,227355,398.0
2005-07-01,tower hamlets,219297,497.0
2005-08-01,tower hamlets,221285,421.0
2005-09-01,tower hamlets,220635,438.0
2005-10-01,tower hamlets,222259,453.0
2005-11-01,tower hamlets,226387,405.0
2005-12-01,tower hamlets,233558,412.0
2006-01-01,tower hamlets,236133,368.0
2006-02-01,tower hamlets,232895,325.0
2006-03-01,tower hamlets,228655,435.0
2006-04-01,tower hamlets,234134,373.0
2006-05-01,tower hamlets,237665,454.0
2006-06-01,tower hamlets,241094,566.0
2006-07-01,tower hamlets,240493,491.0
2006-08-01,tower hamlets,245297,509.0
2006-09-01,tower hamlets,250210,427.0
2006-10-01,tower hamlets,253170,445.0
2006-11-01,tower hamlets,256274,480.0
2006-12-01,tower hamlets,260377,436.0
2007-01-01,tower hamlets,264492,379.0
2007-02-01,tower hamlets,265522,365.0
2007-03-01,tower hamlets,268086,486.0
2007-04-01,tower hamlets,274223,432.0
2007-05-01,tower hamlets,283556,468.0
2007-06-01,tower hamlets,288890,490.0
2007-07-01,tower hamlets,295109,531.0
2007-08-01,tower hamlets,300411,456.0
2007-09-01,tower hamlets,300846,503.0
2007-10-01,tower hamlets,302913,450.0
2007-11-01,tower hamlets,298863,461.0
2007-12-01,tower hamlets,303163,384.0
2008-01-01,tower hamlets,300654,272.0
2008-02-01,tower hamlets,308824,248.0
2008-03-01,tower hamlets,316156,276.0
2008-04-01,tower hamlets,321009,215.0
2008-05-01,tower hamlets,320239,262.0
2008-06-01,tower hamlets,307659,275.0
2008-07-01,tower hamlets,301441,199.0
2008-08-01,tower hamlets,295522,253.0
2008-09-01,tower hamlets,291280,149.0
2008-10-01,tower hamlets,288911,144.0
2008-11-01,tower hamlets,268338,106.0
2008-12-01,tower hamlets,255993,130.0
2009-01-01,tower hamlets,251400,108.0
2009-02-01,tower hamlets,259014,121.0
2009-03-01,tower hamlets,264712,149.0
2009-04-01,tower hamlets,256922,115.0
2009-05-01,tower hamlets,255797,192.0
2009-06-01,tower hamlets,254834,260.0
2009-07-01,tower hamlets,247246,359.0
2009-08-01,tower hamlets,240430,299.0
2009-09-01,tower hamlets,247731,304.0
2009-10-01,tower hamlets,264000,258.0
2009-11-01,tower hamlets,279119,367.0
2009-12-01,tower hamlets,277776,434.0
2010-01-01,tower hamlets,277824,263.0
2010-02-01,tower hamlets,279657,263.0
2010-03-01,tower hamlets,285936,299.0
2010-04-01,tower hamlets,288964,291.0
2010-05-01,tower hamlets,284842,343.0
2010-06-01,tower hamlets,283434,395.0
2010-07-01,tower hamlets,280922,389.0
2010-08-01,tower hamlets,284256,277.0
2010-09-01,tower hamlets,282087,300.0
2010-10-01,tower hamlets,284029,271.0
2010-11-01,tower hamlets,280212,391.0
2010-12-01,tower hamlets,280822,286.0
2011-01-01,tower hamlets,283416,260.0
2011-02-01,tower hamlets,286612,209.0
2011-03-01,tower hamlets,291277,270.0
2011-04-01,tower hamlets,292933,214.0
2011-05-01,tower hamlets,290147,279.0
2011-06-01,tower hamlets,282145,345.0
2011-07-01,tower hamlets,277341,390.0
2011-08-01,tower hamlets,282048,307.0
2011-09-01,tower hamlets,288844,262.0
2011-10-01,tower hamlets,290594,255.0
2011-11-01,tower hamlets,292096,321.0
2011-12-01,tower hamlets,289696,250.0
2012-01-01,tower hamlets,287957,209.0
2012-02-01,tower hamlets,281664,246.0
2012-03-01,tower hamlets,277389,354.0
2012-04-01,tower hamlets,275453,229.0
2012-05-01,tower hamlets,273785,332.0
2012-06-01,tower hamlets,282399,371.0
2012-07-01,tower hamlets,283469,388.0
2012-08-01,tower hamlets,290365,330.0
2012-09-01,tower hamlets,289175,316.0
2012-10-01,tower hamlets,294067,302.0
2012-11-01,tower hamlets,293979,296.0
2012-12-01,tower hamlets,295734,223.0
2013-01-01,tower hamlets,293975,305.0
2013-02-01,tower hamlets,294610,253.0
2013-03-01,tower hamlets,287167,348.0
2013-04-01,tower hamlets,291850,276.0
2013-05-01,tower hamlets,293106,299.0
2013-06-01,tower hamlets,304280,334.0
2013-07-01,tower hamlets,306443,451.0
2013-08-01,tower hamlets,309365,469.0
2013-09-01,tower hamlets,311870,414.0
2013-10-01,tower hamlets,324529,398.0
2013-11-01,tower hamlets,339744,486.0
2013-12-01,tower hamlets,351674,397.0
2014-01-01,tower hamlets,355235,430.0
2014-02-01,tower hamlets,360798,426.0
2014-03-01,tower hamlets,367789,525.0
2014-04-01,tower hamlets,376185,466.0
2014-05-01,tower hamlets,380180,438.0
2014-06-01,tower hamlets,382091,466.0
2014-07-01,tower hamlets,380478,421.0
2014-08-01,tower hamlets,386156,405.0
2014-09-01,tower hamlets,391887,400.0
2014-10-01,tower hamlets,401870,472.0
2014-11-01,tower hamlets,399720,397.0
2014-12-01,tower hamlets,404511,334.0
2015-01-01,tower hamlets,407228,276.0
2015-02-01,tower hamlets,409419,251.0
2015-03-01,tower hamlets,405580,406.0
2015-04-01,tower hamlets,409026,328.0
2015-05-01,tower hamlets,422346,401.0
2015-06-01,tower hamlets,429689,400.0
2015-07-01,tower hamlets,426684,379.0
2015-08-01,tower hamlets,419834,368.0
2015-09-01,tower hamlets,421779,362.0
2015-10-01,tower hamlets,426901,390.0
2015-11-01,tower hamlets,440717,313.0
2015-12-01,tower hamlets,444125,309.0
2016-01-01,tower hamlets,458754,244.0
2016-02-01,tower hamlets,460405,330.0
2016-03-01,tower hamlets,469410,615.0
2016-04-01,tower hamlets,456740,192.0
2016-05-01,tower hamlets,450421,295.0
2016-06-01,tower hamlets,439720,542.0
2016-07-01,tower hamlets,443471,463.0
2016-08-01,tower hamlets,449287,393.0
2016-09-01,tower hamlets,463714,407.0
2016-10-01,tower hamlets,465362,367.0
2016-11-01,tower hamlets,467871,373.0
2016-12-01,tower hamlets,460400,380.0
2017-01-01,tower hamlets,458312,378.0
2017-02-01,tower hamlets,470186,383.0
2017-03-01,tower hamlets,462762,284.0
2017-04-01,tower hamlets,465198,268.0
2017-05-01,tower hamlets,448448,314.0
2017-06-01,tower hamlets,452345,344.0
2017-07-01,tower hamlets,449170,245.0
2017-08-01,tower hamlets,445665,301.0
2017-09-01,tower hamlets,453992,284.0
2017-10-01,tower hamlets,468857,239.0
2017-11-01,tower hamlets,470788,220.0
2017-12-01,tower hamlets,465625,304.0
2018-01-01,tower hamlets,447751,208.0
2018-02-01,tower hamlets,444211,209.0
2018-03-01,tower hamlets,446384,259.0
2018-04-01,tower hamlets,455910,188.0
2018-05-01,tower hamlets,464488,218.0
2018-06-01,tower hamlets,454415,256.0
2018-07-01,tower hamlets,448966,329.0
2018-08-01,tower hamlets,440829,364.0
2018-09-01,tower hamlets,441546,328.0
2018-10-01,tower hamlets,435775,296.0
2018-11-01,tower hamlets,438834,279.0
2018-12-01,tower hamlets,438896,310.0
2019-01-01,tower hamlets,434143,236.0
2019-02-01,tower hamlets,427281,195.0
2019-03-01,tower hamlets,428572,230.0
2019-04-01,tower hamlets,432566,140.0
2019-05-01,tower hamlets,427827,173.0
2019-06-01,tower hamlets,428141,157.0
2019-07-01,tower hamlets,432142,223.0
2019-08-01,tower hamlets,442846,211.0
2019-09-01,tower hamlets,448436,168.0
2019-10-01,tower hamlets,455091,144.0
2019-11-01,tower hamlets,453177,140.0
1995-01-01,waltham forest,61319,249.0
1995-02-01,waltham forest,60252,226.0
1995-03-01,waltham forest,60871,276.0
1995-04-01,waltham forest,60971,253.0
1995-05-01,waltham forest,61494,281.0
1995-06-01,waltham forest,61548,329.0
1995-07-01,waltham forest,61934,274.0
1995-08-01,waltham forest,61916,293.0
1995-09-01,waltham forest,61548,285.0
1995-10-01,waltham forest,60573,284.0
1995-11-01,waltham forest,61543,274.0
1995-12-01,waltham forest,61390,240.0
1996-01-01,waltham forest,62060,251.0
1996-02-01,waltham forest,61589,206.0
1996-03-01,waltham forest,61695,289.0
1996-04-01,waltham forest,61467,313.0
1996-05-01,waltham forest,61075,288.0
1996-06-01,waltham forest,61425,295.0
1996-07-01,waltham forest,62047,376.0
1996-08-01,waltham forest,62662,393.0
1996-09-01,waltham forest,62669,344.0
1996-10-01,waltham forest,62781,399.0
1996-11-01,waltham forest,62948,426.0
1996-12-01,waltham forest,63711,371.0
1997-01-01,waltham forest,64070,299.0
1997-02-01,waltham forest,64743,312.0
1997-03-01,waltham forest,65097,321.0
1997-04-01,waltham forest,65569,386.0
1997-05-01,waltham forest,66496,409.0
1997-06-01,waltham forest,67371,387.0
1997-07-01,waltham forest,69363,497.0
1997-08-01,waltham forest,70330,446.0
1997-09-01,waltham forest,71028,394.0
1997-10-01,waltham forest,70871,395.0
1997-11-01,waltham forest,71402,378.0
1997-12-01,waltham forest,72405,344.0
1998-01-01,waltham forest,73503,288.0
1998-02-01,waltham forest,73700,306.0
1998-03-01,waltham forest,73231,367.0
1998-04-01,waltham forest,72767,368.0
1998-05-01,waltham forest,73940,353.0
1998-06-01,waltham forest,76353,437.0
1998-07-01,waltham forest,77312,444.0
1998-08-01,waltham forest,77016,387.0
1998-09-01,waltham forest,76474,442.0
1998-10-01,waltham forest,76937,420.0
1998-11-01,waltham forest,77342,384.0
1998-12-01,waltham forest,78115,376.0
1999-01-01,waltham forest,78117,307.0
1999-02-01,waltham forest,78645,338.0
1999-03-01,waltham forest,78934,414.0
1999-04-01,waltham forest,79754,381.0
1999-05-01,waltham forest,80973,390.0
1999-06-01,waltham forest,81739,447.0
1999-07-01,waltham forest,83839,533.0
1999-08-01,waltham forest,84740,480.0
1999-09-01,waltham forest,86955,464.0
1999-10-01,waltham forest,88551,491.0
1999-11-01,waltham forest,91421,462.0
1999-12-01,waltham forest,92190,509.0
2000-01-01,waltham forest,93975,368.0
2000-02-01,waltham forest,94469,374.0
2000-03-01,waltham forest,96776,478.0
2000-04-01,waltham forest,99081,370.0
2000-05-01,waltham forest,102387,430.0
2000-06-01,waltham forest,104173,466.0
2000-07-01,waltham forest,105135,447.0
2000-08-01,waltham forest,106415,453.0
2000-09-01,waltham forest,108439,421.0
2000-10-01,waltham forest,109161,366.0
2000-11-01,waltham forest,108303,416.0
2000-12-01,waltham forest,108054,361.0
2001-01-01,waltham forest,108104,354.0
2001-02-01,waltham forest,109479,332.0
2001-03-01,waltham forest,109564,427.0
2001-04-01,waltham forest,111125,403.0
2001-05-01,waltham forest,113053,436.0
2001-06-01,waltham forest,116171,513.0
2001-07-01,waltham forest,118344,493.0
2001-08-01,waltham forest,121751,553.0
2001-09-01,waltham forest,124842,459.0
2001-10-01,waltham forest,129079,488.0
2001-11-01,waltham forest,131280,458.0
2001-12-01,waltham forest,133329,351.0
2002-01-01,waltham forest,132999,330.0
2002-02-01,waltham forest,135039,400.0
2002-03-01,waltham forest,135544,413.0
2002-04-01,waltham forest,137582,441.0
2002-05-01,waltham forest,138977,523.0
2002-06-01,waltham forest,142690,408.0
2002-07-01,waltham forest,147919,538.0
2002-08-01,waltham forest,152343,495.0
2002-09-01,waltham forest,158905,496.0
2002-10-01,waltham forest,163081,444.0
2002-11-01,waltham forest,166378,440.0
2002-12-01,waltham forest,166195,360.0
2003-01-01,waltham forest,169942,351.0
2003-02-01,waltham forest,171680,384.0
2003-03-01,waltham forest,172572,413.0
2003-04-01,waltham forest,172688,328.0
2003-05-01,waltham forest,175423,363.0
2003-06-01,waltham forest,177061,404.0
2003-07-01,waltham forest,177200,426.0
2003-08-01,waltham forest,175879,417.0
2003-09-01,waltham forest,175410,445.0
2003-10-01,waltham forest,174870,525.0
2003-11-01,waltham forest,177734,432.0
2003-12-01,waltham forest,180451,443.0
2004-01-01,waltham forest,184384,404.0
2004-02-01,waltham forest,184587,370.0
2004-03-01,waltham forest,185933,446.0
2004-04-01,waltham forest,186612,456.0
2004-05-01,waltham forest,189153,375.0
2004-06-01,waltham forest,191249,475.0
2004-07-01,waltham forest,194032,461.0
2004-08-01,waltham forest,194118,418.0
2004-09-01,waltham forest,194742,376.0
2004-10-01,waltham forest,196152,360.0
2004-11-01,waltham forest,197816,319.0
2004-12-01,waltham forest,197755,282.0
2005-01-01,waltham forest,194194,220.0
2005-02-01,waltham forest,192179,277.0
2005-03-01,waltham forest,192514,245.0
2005-04-01,waltham forest,194379,266.0
2005-05-01,waltham forest,195431,298.0
2005-06-01,waltham forest,198182,355.0
2005-07-01,waltham forest,198532,445.0
2005-08-01,waltham forest,200141,417.0
2005-09-01,waltham forest,200104,394.0
2005-10-01,waltham forest,200675,453.0
2005-11-01,waltham forest,200694,445.0
2005-12-01,waltham forest,199861,439.0
2006-01-01,waltham forest,200760,329.0
2006-02-01,waltham forest,201812,327.0
2006-03-01,waltham forest,201594,409.0
2006-04-01,waltham forest,201965,344.0
2006-05-01,waltham forest,203055,365.0
2006-06-01,waltham forest,205951,427.0
2006-07-01,waltham forest,210994,435.0
2006-08-01,waltham forest,213044,498.0
2006-09-01,waltham forest,216862,415.0
2006-10-01,waltham forest,217643,494.0
2006-11-01,waltham forest,220037,502.0
2006-12-01,waltham forest,222776,436.0
2007-01-01,waltham forest,225087,349.0
2007-02-01,waltham forest,228926,368.0
2007-03-01,waltham forest,228273,438.0
2007-04-01,waltham forest,230686,358.0
2007-05-01,waltham forest,232135,400.0
2007-06-01,waltham forest,235926,467.0
2007-07-01,waltham forest,239500,429.0
2007-08-01,waltham forest,242899,523.0
2007-09-01,waltham forest,246078,408.0
2007-10-01,waltham forest,243918,426.0
2007-11-01,waltham forest,244998,375.0
2007-12-01,waltham forest,245782,284.0
2008-01-01,waltham forest,249909,247.0
2008-02-01,waltham forest,247972,245.0
2008-03-01,waltham forest,245837,228.0
2008-04-01,waltham forest,241305,273.0
2008-05-01,waltham forest,239640,223.0
2008-06-01,waltham forest,237698,216.0
2008-07-01,waltham forest,235584,202.0
2008-08-01,waltham forest,231836,191.0
2008-09-01,waltham forest,225870,161.0
2008-10-01,waltham forest,217345,170.0
