,borough,year,all_ages,minor,18_24,25_34,35_44,45_54,55_64,65+,houses_sold,average_price,all_ages_change,all_ages_pct_change,minor_change,minor_pct_change,18_24_change,18_24_pct_change,25_34_change,25_34_pct_change,35_44_change,35_44_pct_change,45_54_change,45_54_pct_change,55_64_change,55_64_pct_change,65+_change,65+_pct_change,houses_sold_change,houses_sold_pct_change,average_price_change,average_price_pct_change
401,sutton,2011,191123,43221,14725,27648,30218,27414,20355,27542,2433,233026,1802.0,0.009518225659065793,238.0,0.0055370727962218425,57.0,0.0038860103626943143,342.0,0.012524719841793042,-401.0,-0.013096443384826406,735.0,0.02754975823681538,167.0,0.008272240935208952,664.0,0.024704219063918398,73.0,0.030932203389830493,-463.0,-0.0019829627948211304
402,sutton,2012,193630,43958,14640,27942,30105,28376,19852,28757,2566,238842,2507.0,0.013117207243502849,737.0,0.01705189606904045,-85.0,-0.005772495755517859,294.0,0.01063368055555558,-113.0,-0.0037394930174068364,962.0,0.0350915590574159,-503.0,-0.024711373126995784,1215.0,0.04411444339554138,133.0,0.0546650226058365,5816.0,0.02495858831203379
403,sutton,2013,195914,44685,14346,28285,30047,29169,19963,29419,3006,252002,2284.0,0.011795692816195746,727.0,0.016538514036125385,-294.0,-0.020081967213114726,343.0,0.012275427671605499,-58.0,-0.0019265902673973878,793.0,0.02794615167747394,111.0,0.005591376183759822,662.0,0.023020481969607376,440.0,0.17147310989867504,13160.0,0.0550991869101749
404,sutton,2014,198134,45316,14370,28189,30561,29511,20290,29897,3448,291132,2220.0,0.011331502598078691,631.0,0.014121069710193668,24.0,0.0016729401923880616,-96.0,-0.0033940251016439937,514.0,0.017106533098146137,342.0,0.011724776303609907,327.0,0.016380303561589038,478.0,0.016248002991264165,442.0,0.14703925482368607,39130.0,0.15527654542424263
405,sutton,2015,200145,46190,14095,27972,31292,29737,20700,30159,3406,322932,2011.0,0.010149696669930375,874.0,0.01928678612410617,-275.0,-0.01913709116214335,-217.0,-0.007698038241867433,731.0,0.023919374366021984,226.0,0.007658161363559346,410.0,0.020206998521439035,262.0,0.008763421079037936,-42.0,-0.012180974477958184,31800.0,0.10922880342937225
406,tower hamlets,2002,207031,51121,27538,52926,28354,16863,12059,18120,4715,187288,,,,,,,,,,,,,,,,,,,,
407,tower hamlets,2003,208650,51813,27708,53251,29029,17240,11742,17830,4092,207901,1619.0,0.007820084914819558,692.0,0.013536511414095953,170.0,0.006173287820466333,325.0,0.006140649208328686,675.0,0.023806164915003203,377.0,0.022356638794994943,-317.0,-0.026287420184094912,-290.0,-0.016004415011037554,-623.0,-0.13213149522799572,20613.0,0.110060441672718
408,tower hamlets,2004,211154,52017,28829,54037,29630,17581,11536,17463,5794,219986,2504.0,0.012000958543014528,204.0,0.003937235828846086,1121.0,0.04045762956546839,786.0,0.01476028619180858,601.0,0.020703434496537998,341.0,0.019779582366589388,-206.0,-0.01754385964912286,-367.0,-0.02058328659562536,1702.0,0.4159335288367547,12085.0,0.0581286285299254
409,tower hamlets,2005,213383,51587,29686,55131,30438,17948,11377,17182,4800,225628,2229.0,0.010556276461729297,-430.0,-0.008266528250379657,857.0,0.02972701099587227,1094.0,0.02024538741973103,808.0,0.027269659129260937,367.0,0.02087480803139763,-159.0,-0.01378294036061023,-281.0,-0.01609116417568579,-994.0,-0.17155678287884013,5642.0,0.02564708663278581
410,tower hamlets,2006,218401,51796,31072,57272,31476,18588,11384,16795,5309,243033,5018.0,0.023516400088104517,209.0,0.0040514083005407375,1386.0,0.04668867479620031,2141.0,0.03883477535324964,1038.0,0.0341021092055982,640.0,0.03565856919991095,7.0,0.0006152764349125484,-387.0,-0.022523571179140944,509.0,0.10604166666666659,17405.0,0.07714024855071178
411,tower hamlets,2007,225249,51915,33259,60062,32632,19191,11741,16420,5405,287172,6848.0,0.03135516778769332,119.0,0.0022974747084716363,2187.0,0.07038491246138001,2790.0,0.04871490431624537,1156.0,0.03672639471343242,603.0,0.03244028405422861,357.0,0.03135980323260723,-375.0,-0.022328073831497486,96.0,0.018082501412695517,44139.0,0.18161731122933933
412,tower hamlets,2008,231892,52218,34760,63128,33691,19855,12139,16086,2529,298002,6643.0,0.029491806844869517,303.0,0.0058364634498699886,1501.0,0.0451306413301662,3066.0,0.05104725117378717,1059.0,0.03245280706055409,664.0,0.034599551873274015,398.0,0.03389830508474567,-334.0,-0.020341047503045107,-2876.0,-0.5320999074930619,10830.0,0.03771259036396302
413,tower hamlets,2009,240495,53146,36156,66588,35377,20657,12694,15838,2966,258248,8603.0,0.037099166853535204,928.0,0.017771649622735364,1396.0,0.040161104718066776,3460.0,0.054809276390825,1686.0,0.05004303820011269,802.0,0.04039284814908073,555.0,0.045720405305214706,-248.0,-0.015417132910605535,437.0,0.1727955713720839,-39754.0,-0.13340178924973656
414,tower hamlets,2010,248520,54539,37029,70055,36765,21208,13221,15677,3768,282748,8025.0,0.03336867710347402,1393.0,0.026210815489406514,873.0,0.024145370063060057,3467.0,0.052066438397308845,1388.0,0.039234530909913135,551.0,0.026673766761872386,527.0,0.041515676697652326,-161.0,-0.01016542492738981,802.0,0.270397842211733,24500.0,0.09487004739630134
415,tower hamlets,2011,256012,55395,36983,74671,37725,21814,13808,15597,3362,287262,7492.0,0.030146467085144124,856.0,0.015695190597553976,-46.0,-0.0012422695724971788,4616.0,0.06589108557561918,960.0,0.02611179110567119,606.0,0.0285741229724632,587.0,0.04439906209817712,-80.0,-0.005103017158895162,-406.0,-0.1077494692144374,4514.0,0.01596474599289821
416,tower hamlets,2012,263003,57651,35300,77092,39724,22746,14420,16024,3596,285453,6991.0,0.027307313719669324,2256.0,0.04072569726509623,-1683.0,-0.04550739528972769,2421.0,0.03242222549584173,1999.0,0.05298873426109996,932.0,0.04272485559732275,612.0,0.04432213209733482,427.0,0.027377059690966155,234.0,0.06960142772159439,-1809.0,-0.006297387054326697
417,tower hamlets,2013,272889,60486,33618,80711,42042,24022,15373,16607,4430,309051,9886.0,0.03758892484116161,2835.0,0.04917520944996623,-1682.0,-0.04764872521246455,3619.0,0.04694391117106833,2318.0,0.058352633168865076,1276.0,0.05609777543304317,953.0,0.06608876560332866,583.0,0.03638292561158263,834.0,0.23192436040044484,23598.0,0.08266860043509783
418,tower hamlets,2014,284015,62826,33599,83703,44767,25623,16406,17091,5180,382241,11126.0,0.040771156037803014,2340.0,0.03868663823033436,-19.0,-0.0005651734190017521,2992.0,0.037070535614724065,2725.0,0.06481613624470772,1601.0,0.06664724002997247,1033.0,0.06719573277824753,484.0,0.029144336725477116,750.0,0.16930022573363424,73190.0,0.23682175433828068
419,tower hamlets,2015,295236,64993,34279,85575,48096,27133,17472,17688,4183,421944,11221.0,0.03950847666496493,2167.0,0.03449208926240721,680.0,0.02023869758028507,1872.0,0.022364789792480577,3329.0,0.0743628118926889,1510.0,0.058931428794442464,1066.0,0.06497622820919169,597.0,0.034930665262418836,-997.0,-0.19247104247104252,39703.0,0.10386902503917694
420,waltham forest,2002,223776,52622,21950,44755,36873,23847,18343,25386,5288,148137,,,,,,,,,,,,,,,,,,,,
421,waltham forest,2003,224115,52896,21964,43826,37641,24133,18515,25140,4931,175075,339.0,0.0015149077649077025,274.0,0.005206947664474937,14.0,0.0006378132118451951,-929.0,-0.02075745726734446,768.0,0.020828248311772768,286.0,0.011993122824673907,172.0,0.009376874011884695,-246.0,-0.009690380524698616,-357.0,-0.06751134644478063,26938.0,0.18184518385008475
422,waltham forest,2004,225002,53595,22385,42687,38070,24747,18475,25043,4742,191377,887.0,0.003957789527697875,699.0,0.013214609800362931,421.0,0.01916772901110919,-1139.0,-0.025989138867339,429.0,0.01139714672830161,614.0,0.025442340363817095,-40.0,-0.0021604104779908706,-97.0,-0.0038583929992044297,-189.0,-0.038328939363212355,16302.0,0.09311437955162072
423,waltham forest,2005,226747,54242,22380,42400,38662,25629,18538,24896,4254,197240,1745.0,0.007755486617896823,647.0,0.01207202164381016,-5.0,-0.00022336385972754336,-287.0,-0.006723358399512769,592.0,0.015550302075124867,882.0,0.035640683719238675,63.0,0.003410013531799816,-147.0,-0.005869903765523321,-488.0,-0.10291016448755796,5863.0,0.03063586533386986
424,waltham forest,2006,230731,55384,23336,42655,39283,26549,18884,24640,4981,209707,3984.0,0.017570243487234682,1142.0,0.021053795951476717,956.0,0.04271671134941912,255.0,0.00601415094339619,621.0,0.016062283379028486,920.0,0.035896835615903955,346.0,0.01866436508792746,-256.0,-0.010282776349614386,727.0,0.1708979783732958,12467.0,0.06320726019063061
425,waltham forest,2007,235665,56769,24323,43338,40163,27413,19046,24613,4825,237017,4934.0,0.021384209317343528,1385.0,0.02500722230246999,987.0,0.04229516626671237,683.0,0.016012190833430973,880.0,0.02240154774329861,864.0,0.03254359862895018,162.0,0.008578690955306056,-27.0,-0.0010957792207791917,-156.0,-0.03131901224653688,27310.0,0.13022931995593856
426,waltham forest,2008,242098,57985,25451,45547,40643,28325,19355,24792,2390,232886,6433.0,0.02729722275263624,1216.0,0.02142014127428693,1128.0,0.04637585824117085,2209.0,0.05097143384558578,480.0,0.011951298458780402,912.0,0.03326888702440445,309.0,0.01622387902971756,179.0,0.0072725795311421315,-2435.0,-0.5046632124352332,-4131.0,-0.01742912955610776
427,waltham forest,2009,248140,59256,25834,47433,41067,29623,19931,24996,1971,204935,6042.0,0.02495683566159168,1271.0,0.021919461929809536,383.0,0.015048524615928649,1886.0,0.041407776582431444,424.0,0.01043230076519941,1298.0,0.04582524271844668,576.0,0.02975975200206671,204.0,0.008228460793804349,-419.0,-0.1753138075313807,-27951.0,-0.12002009566912564
428,waltham forest,2010,254009,60650,25926,49439,41359,30723,20656,25256,2242,222102,5869.0,0.02365197066172331,1394.0,0.023525043877413276,92.0,0.003561198420685807,2006.0,0.04229123184280992,292.0,0.007110331896656774,1100.0,0.03713330857779429,725.0,0.03637549545933472,260.0,0.010401664266282529,271.0,0.1374936580416033,17167.0,0.08376802400761219
429,waltham forest,2011,259742,61620,26551,51100,41429,32023,21249,25770,2317,220905,5733.0,0.022570066414969503,970.0,0.015993404781533327,625.0,0.024107073979788618,1661.0,0.033596957867270794,70.0,0.0016924974008074578,1300.0,0.04231357614816256,593.0,0.028708365608055786,514.0,0.020351599619892413,75.0,0.033452274754683264,-1197.0,-0.005389415673879516
430,waltham forest,2012,262566,62833,25584,51393,41833,33098,21388,26437,2325,230726,2824.0,0.01087232715540809,1213.0,0.019685167153521643,-967.0,-0.036420473805129805,293.0,0.005733855185910075,404.0,0.009751623259069753,1075.0,0.03356962183430667,139.0,0.006541484305143674,667.0,0.02588280946837407,8.0,0.0034527406128614935,9821.0,0.044458024942848784
431,waltham forest,2013,265797,63797,24436,51945,42582,34132,21882,27023,2905,254265,3231.0,0.012305477479947813,964.0,0.015342256457594017,-1148.0,-0.04487179487179482,552.0,0.010740762360632816,749.0,0.017904525135658433,1034.0,0.031240558341893765,494.0,0.02309706377407883,586.0,0.02216590384688133,580.0,0.2494623655913979,23539.0,0.10202144535076241
432,waltham forest,2014,268020,64296,23663,51970,42935,34944,22701,27511,3566,314934,2223.0,0.008363525547692374,499.0,0.007821684405222795,-773.0,-0.0316336552627271,25.0,0.0004812782750986955,353.0,0.008289887745996039,812.0,0.0237899917965545,819.0,0.0374280230326296,488.0,0.018058690744920947,661.0,0.22753872633390704,60669.0,0.2386053920122706
433,waltham forest,2015,271170,65122,22794,52450,43744,35547,23632,27881,3494,357513,3150.0,0.011752854264607038,826.0,0.012846833395545598,-869.0,-0.03672399949287919,480.0,0.009236097748701155,809.0,0.018842436240829263,603.0,0.01725618131868134,931.0,0.041011409189022574,370.0,0.013449165788230077,-72.0,-0.020190689848569865,42579.0,0.13519975613938162
434,wandsworth,2002,274917,46488,28840,82550,44270,25458,19107,28204,8510,232805,,,,,,,,,,,,,,,,,,,,
435,wandsworth,2003,276828,47505,28569,82833,45395,25384,19354,27788,7144,253342,1911.0,0.006951188904287475,1017.0,0.02187661331956625,-271.0,-0.009396671289875203,283.0,0.003428225317989142,1125.0,0.025412243053986927,-74.0,-0.002906748369864043,247.0,0.012927199455696758,-416.0,-0.014749680896326778,-1366.0,-0.16051703877790835,20537.0,0.08821545928996377
436,wandsworth,2004,278615,48337,28746,82725,46329,25468,19620,27390,8405,271649,1787.0,0.006455271865562828,832.0,0.017513945900431427,177.0,0.006195526619762637,-108.0,-0.001303828184419209,934.0,0.020574953188677192,84.0,0.0033091711314212624,266.0,0.01374392890358589,-398.0,-0.014322729235641263,1261.0,0.176511758118701,18307.0,0.07226200156310436
437,wandsworth,2005,283229,49046,29713,83564,47686,26259,19724,27237,7351,284182,4614.0,0.016560486693107057,709.0,0.014667852783581958,967.0,0.033639462881792204,839.0,0.010142036869144722,1357.0,0.029290509184312308,791.0,0.031058583320245026,104.0,0.0053007135575942055,-153.0,-0.005585980284775416,-1054.0,-0.12540154669839376,12533.0,0.04613674263479717
438,wandsworth,2006,287538,49633,30681,84574,48719,27028,20052,26851,9349,310943,4309.0,0.015213837566068422,587.0,0.011968356237002098,968.0,0.03257833271631938,1010.0,0.012086544444976255,1033.0,0.021662542465293866,769.0,0.029285197456110357,328.0,0.016629486919488956,-386.0,-0.014171898520395021,1998.0,0.2717997551353557,26761.0,0.09416852580388624
439,wandsworth,2007,291440,50801,31437,84517,50123,27679,20364,26519,8415,372077,3902.0,0.013570380262782678,1168.0,0.023532730239961275,756.0,0.024640657084188833,-57.0,-0.0006739659942771592,1404.0,0.028818325499291753,651.0,0.024086132899215684,312.0,0.015559545182525447,-332.0,-0.012364530185095535,-934.0,-0.09990373301957434,61134.0,0.19660838160048622
440,wandsworth,2008,294305,51958,31271,84808,50607,28688,20539,26434,3948,363817,2865.0,0.009830496843260983,1157.0,0.022775142221609812,-166.0,-0.0052804020739892765,291.0,0.0034430942887229143,484.0,0.009656245635736083,1009.0,0.03645362910509764,175.0,0.008593596542918913,-85.0,-0.003205249066706939,-4467.0,-0.530837789661319,-8260.0,-0.022199705974838557
441,wandsworth,2009,299347,53708,30424,85640,51736,30206,21070,26563,4387,340373,5042.0,0.01713188698798862,1750.0,0.03368105007890998,-847.0,-0.027085798343513212,832.0,0.009810395245731574,1129.0,0.022309166716066864,1518.0,0.052914110429447936,531.0,0.025853254783582358,129.0,0.004880078686540168,439.0,0.11119554204660598,-23444.0,-0.06443898993175146
442,wandsworth,2010,302620,54749,29129,86788,52472,31220,21501,26761,5276,374487,3273.0,0.01093379923633786,1041.0,0.019382587324048517,-1295.0,-0.042565080199842176,1148.0,0.013404950957496498,736.0,0.01422607082109173,1014.0,0.03356948950539618,431.0,0.02045562411010926,198.0,0.007453977336897122,889.0,0.20264417597446993,34114.0,0.10022534102293656
443,wandsworth,2011,307710,55833,28218,89841,52228,32454,22057,27079,5244,386200,5090.0,0.01681977397396084,1084.0,0.019799448391751406,-911.0,-0.03127467472278489,3053.0,0.03517767433285712,-244.0,-0.004650099100472649,1234.0,0.03952594490711081,556.0,0.025859262359890334,318.0,0.011882964014797714,-32.0,-0.006065200909780133,11713.0,0.031277454224045265
444,wandsworth,2012,308312,56959,25910,90256,52390,33132,21868,27797,5277,409392,602.0,0.0019563875077182047,1126.0,0.020167284580803413,-2308.0,-0.08179176412219147,415.0,0.004619271824668036,162.0,0.0031017844834189123,678.0,0.02089110741357003,-189.0,-0.008568708346556653,718.0,0.02651501163263048,33.0,0.0062929061784897655,23192.0,0.06005178663904709
445,wandsworth,2013,310516,58235,24347,90224,53335,34015,22109,28251,6265,457404,2204.0,0.007148602714133645,1276.0,0.022402078688179117,-1563.0,-0.06032419915090703,-32.0,-0.0003545470661230343,945.0,0.0180377934720366,883.0,0.026650971870095352,241.0,0.0110206694713737,454.0,0.01633269777314106,988.0,0.18722759143452716,48012.0,0.11727635127213043
446,wandsworth,2014,312145,59703,23435,88895,54133,34875,22297,28807,6064,544515,1629.0,0.005246106480825574,1468.0,0.02520820812226332,-912.0,-0.037458413767609944,-1329.0,-0.014730005320092165,798.0,0.014962032436486306,860.0,0.025282963398500558,188.0,0.008503324438011717,556.0,0.019680719266574664,-201.0,-0.03208300079808457,87111.0,0.19044651992549255
447,wandsworth,2015,314544,60944,23839,86974,54913,35746,22819,29309,5928,572691,2399.0,0.007685530762946646,1241.0,0.02078622514781503,404.0,0.01723917217836579,-1921.0,-0.02160976432870243,780.0,0.014408955720170757,871.0,0.024974910394265137,522.0,0.023411221240525526,502.0,0.01742631999166866,-136.0,-0.02242744063324542,28176.0,0.05174513098812694
448,westminster,2002,208100,29844,26130,53742,33199,22168,18488,24529,6258,339622,,,,,,,,,,,,,,,,,,,,
449,westminster,2003,211009,30180,26930,54408,34128,21944,18924,24495,5089,363466,2909.0,0.01397885631907747,336.0,0.01125854443104135,800.0,0.03061615001913509,666.0,0.012392542145807761,929.0,0.027982770565378567,-224.0,-0.01010465535907612,436.0,0.02358286456079628,-34.0,-0.0013861143952056398,-1169.0,-0.18680089485458617,23844.0,0.07020746594743565
450,westminster,2004,214557,30602,27413,56039,35070,22060,19098,24275,5138,379395,3548.0,0.01681444867280546,422.0,0.01398277004638837,483.0,0.017935388043074596,1631.0,0.029977209233936097,942.0,0.02760196905766521,116.0,0.005286183011301571,174.0,0.009194673430564348,-220.0,-0.008981424780567515,49.0,0.009628610729023324,15929.0,0.04382528214468473
451,westminster,2005,223132,31010,28875,59952,36790,22822,19404,24279,4884,399385,8575.0,0.03996606962252458,408.0,0.013332461930592787,1462.0,0.05333236055885893,3913.0,0.06982637092025201,1720.0,0.04904476760764176,762.0,0.03454215775158653,306.0,0.01602262016965117,4.0,0.00016477857878482993,-254.0,-0.04943557804593224,19990.0,0.05268914983065143
452,westminster,2006,222829,31142,27337,60193,37221,23287,19408,24241,6254,436864,-303.0,-0.0013579405912195197,132.0,0.004256691389874279,-1538.0,-0.053264069264069236,241.0,0.004019882572724898,431.0,0.011715139983691225,465.0,0.020375076680396065,4.0,0.000206143063285813,-38.0,-0.0015651385971415799,1370.0,0.28050778050778047,37479.0,0.09384178173942437
453,westminster,2007,220619,31574,25664,58697,37618,23519,19428,24119,5351,514426,-2210.0,-0.009917919121837815,432.0,0.013871941429580703,-1673.0,-0.06119910743680723,-1496.0,-0.024853388267738752,397.0,0.01066602186937482,232.0,0.00996264009962644,20.0,0.001030502885408069,-122.0,-0.005032795676745971,-903.0,-0.1443875919411577,77562.0,0.17754266774099037
454,westminster,2008,218673,32152,24051,57419,37590,24023,19248,24190,2746,540196,-1946.0,-0.00882063648189868,578.0,0.01830620130487115,-1613.0,-0.06285068578553621,-1278.0,-0.021772833364567146,-28.0,-0.0007443245254931119,504.0,0.021429482546026613,-180.0,-0.009264978381717137,71.0,0.0029437373025416047,-2605.0,-0.48682489254344985,25770.0,0.05009466862094847
455,westminster,2009,216980,33492,21680,55631,37880,24753,19196,24348,2859,532096,-1693.0,-0.007742153809569552,1340.0,0.041677034088081655,-2371.0,-0.09858217953515447,-1788.0,-0.03113951827792194,290.0,0.007714817770683613,730.0,0.030387545269117133,-52.0,-0.0027015793848711445,158.0,0.006531624638280276,113.0,0.04115076474872548,-8100.0,-0.014994557530970232
456,westminster,2010,217187,35120,21195,54163,37816,25288,19156,24449,3563,606698,207.0,0.0009540049774172665,1628.0,0.04860862295473556,-485.0,-0.022370848708487046,-1468.0,-0.026388164872103714,-64.0,-0.001689545934530079,535.0,0.02161354179291397,-40.0,-0.002083767451552365,101.0,0.004148184655823783,704.0,0.24623994403637628,74602.0,0.14020402333413529
457,westminster,2011,219582,36072,21978,54326,37478,25816,19289,24623,3277,632513,2395.0,0.011027363516232569,952.0,0.027107061503416796,783.0,0.03694267515923566,163.0,0.0030094344847959587,-338.0,-0.008938015654749276,528.0,0.02087946852261946,133.0,0.006942994362079791,174.0,0.0071168554951122065,-286.0,-0.08026943586864999,25815.0,0.042550000164826685
458,westminster,2012,223858,37582,22164,54260,38030,26945,19490,25387,3221,696926,4276.0,0.019473363026113244,1510.0,0.041860722998447564,186.0,0.008463008463008403,-66.0,-0.001214887898980277,552.0,0.014728640802604165,1129.0,0.04373256894948874,201.0,0.01042044688682675,764.0,0.031027900743207493,-56.0,-0.017088800732377174,64413.0,0.10183664209273169
459,westminster,2013,226841,39109,19777,54215,39106,28236,20023,26375,3635,789972,2983.0,0.01332541164488199,1527.0,0.0406311532116439,-2387.0,-0.10769716657643025,-45.0,-0.0008293402137854455,1076.0,0.02829345253747051,1291.0,0.047912414177027296,533.0,0.027347357619291968,988.0,0.038917556229566275,414.0,0.12853151195280965,93046.0,0.13350915305211752
460,westminster,2014,233292,40694,20051,54515,40326,29553,20647,27506,3640,922702,6451.0,0.0284384216257203,1585.0,0.040527755759543815,274.0,0.013854477423269396,300.0,0.005533523932490958,1220.0,0.031197258732675204,1317.0,0.04664258393540166,624.0,0.031164161214603192,1131.0,0.04288151658767769,5.0,0.0013755158184318717,132730.0,0.16801861331794044
461,westminster,2015,242299,42609,21956,55063,41854,30854,21578,28385,2926,964643,9007.0,0.03860826775028725,1915.0,0.04705853442767971,1905.0,0.0950077302877661,548.0,0.01005227918921392,1528.0,0.03789118682735704,1301.0,0.04402260345819364,931.0,0.04509129655640054,879.0,0.031956664000581725,-714.0,-0.19615384615384612,41941.0,0.045454545454545414
