,ward_code,year,ward_name,borough,all_ages,minor,18_24,25_34,35_44,45_54,55_64,65+
4024,E05000303,2008,Stanmore Park,Harrow,11044,2214,907,1382,1498,1376,1307,2360
4025,E05000303,2009,Stanmore Park,Harrow,11122,2162,908,1390,1511,1409,1316,2426
4026,E05000303,2010,Stanmore Park,Harrow,11123,2192,855,1421,1474,1383,1319,2479
4027,E05000303,2011,Stanmore Park,Harrow,11252,2243,887,1423,1511,1380,1288,2520
4028,E05000303,2012,Stanmore Park,Harrow,11410,2287,899,1479,1515,1378,1293,2559
4029,E05000303,2013,Stanmore Park,Harrow,11563,2330,861,1575,1544,1386,1289,2578
4030,E05000303,2014,Stanmore Park,Harrow,11755,2356,881,1580,1580,1392,1304,2662
4031,E05000303,2015,Stanmore Park,Harrow,11929,2417,857,1568,1584,1370,1342,2791
4032,E05000304,2002,Wealdstone,Harrow,9379,2229,828,1715,1612,1041,811,1143
4033,E05000304,2003,Wealdstone,Harrow,9336,2243,842,1661,1622,1051,816,1101
4034,E05000304,2004,Wealdstone,Harrow,9636,2365,912,1690,1627,1081,853,1108
4035,E05000304,2005,Wealdstone,Harrow,10146,2511,980,1793,1692,1143,887,1140
4036,E05000304,2006,Wealdstone,Harrow,10453,2558,1033,1864,1710,1212,909,1167
4037,E05000304,2007,Wealdstone,Harrow,10580,2667,1030,1821,1726,1279,912,1145
4038,E05000304,2008,Wealdstone,Harrow,10721,2730,1053,1837,1704,1312,946,1139
4039,E05000304,2009,Wealdstone,Harrow,10954,2792,1108,1856,1718,1356,945,1179
4040,E05000304,2010,Wealdstone,Harrow,11264,2914,1146,1895,1777,1366,949,1217
4041,E05000304,2011,Wealdstone,Harrow,11483,3034,1131,1930,1765,1418,946,1259
4042,E05000304,2012,Wealdstone,Harrow,11497,3044,1114,1938,1697,1484,959,1261
4043,E05000304,2013,Wealdstone,Harrow,11470,3046,1047,1897,1713,1500,999,1268
4044,E05000304,2014,Wealdstone,Harrow,11629,3038,1037,1938,1735,1518,1054,1309
4045,E05000304,2015,Wealdstone,Harrow,11737,3090,1003,1917,1737,1536,1094,1360
4046,E05000305,2002,West Harrow,Harrow,9786,2310,776,1749,1617,1280,839,1215
4047,E05000305,2003,West Harrow,Harrow,9767,2272,783,1694,1623,1272,893,1230
4048,E05000305,2004,West Harrow,Harrow,9799,2331,791,1657,1627,1282,869,1242
4049,E05000305,2005,West Harrow,Harrow,10006,2330,825,1717,1663,1333,873,1265
4050,E05000305,2006,West Harrow,Harrow,10022,2362,862,1649,1658,1355,897,1239
4051,E05000305,2007,West Harrow,Harrow,9976,2326,869,1608,1644,1336,941,1252
4052,E05000305,2008,West Harrow,Harrow,10009,2299,887,1636,1592,1374,968,1253
4053,E05000305,2009,West Harrow,Harrow,10198,2362,916,1632,1583,1446,982,1277
4054,E05000305,2010,West Harrow,Harrow,10281,2384,916,1596,1638,1403,1026,1318
4055,E05000305,2011,West Harrow,Harrow,10423,2411,898,1653,1630,1401,1072,1358
4056,E05000305,2012,West Harrow,Harrow,10413,2373,898,1614,1612,1409,1103,1404
4057,E05000305,2013,West Harrow,Harrow,10517,2406,862,1653,1579,1438,1126,1453
4058,E05000305,2014,West Harrow,Harrow,10527,2378,824,1660,1588,1469,1113,1495
4059,E05000305,2015,West Harrow,Harrow,10689,2422,845,1681,1581,1484,1141,1535
4060,E05000306,2002,Brooklands,Havering,13020,3076,1095,2148,2141,1525,1205,1830
4061,E05000306,2003,Brooklands,Havering,13165,3106,1102,2183,2183,1542,1187,1862
4062,E05000306,2004,Brooklands,Havering,13038,3054,1062,2061,2207,1588,1199,1867
4063,E05000306,2005,Brooklands,Havering,13232,3108,1124,2063,2180,1618,1213,1926
4064,E05000306,2006,Brooklands,Havering,13455,3144,1132,2132,2158,1693,1256,1940
4065,E05000306,2007,Brooklands,Havering,13597,3160,1157,2122,2187,1744,1279,1948
4066,E05000306,2008,Brooklands,Havering,13883,3198,1218,2173,2196,1777,1345,1976
4067,E05000306,2009,Brooklands,Havering,14162,3310,1279,2245,2173,1834,1344,1977
4068,E05000306,2010,Brooklands,Havering,14717,3419,1346,2399,2208,1967,1347,2031
4069,E05000306,2011,Brooklands,Havering,15057,3587,1390,2432,2209,2048,1370,2021
4070,E05000306,2012,Brooklands,Havering,15434,3706,1398,2506,2260,2117,1379,2068
4071,E05000306,2013,Brooklands,Havering,15738,3788,1399,2647,2226,2133,1428,2117
4072,E05000306,2014,Brooklands,Havering,16262,4011,1381,2825,2276,2188,1470,2111
4073,E05000306,2015,Brooklands,Havering,16916,4190,1421,3013,2426,2191,1530,2145
4074,E05000307,2002,Cranham,Havering,12219,2451,746,1175,1716,1686,1511,2934
4075,E05000307,2003,Cranham,Havering,12175,2466,735,1172,1645,1630,1553,2974
4076,E05000307,2004,Cranham,Havering,12263,2490,721,1170,1710,1665,1576,2931
4077,E05000307,2005,Cranham,Havering,12223,2490,726,1132,1709,1670,1568,2928
4078,E05000307,2006,Cranham,Havering,12279,2490,779,1070,1738,1691,1600,2911
4079,E05000307,2007,Cranham,Havering,12292,2475,842,1081,1689,1688,1626,2891
4080,E05000307,2008,Cranham,Havering,12309,2475,895,1043,1644,1762,1592,2898
4081,E05000307,2009,Cranham,Havering,12385,2452,936,1054,1645,1770,1606,2922
4082,E05000307,2010,Cranham,Havering,12417,2478,953,1070,1594,1804,1593,2925
4083,E05000307,2011,Cranham,Havering,12531,2480,1004,1088,1567,1857,1562,2973
4084,E05000307,2012,Cranham,Havering,12548,2501,999,1104,1536,1885,1484,3039
4085,E05000307,2013,Cranham,Havering,12722,2554,1005,1188,1515,1904,1483,3073
4086,E05000307,2014,Cranham,Havering,12759,2561,1012,1239,1499,1921,1458,3069
4087,E05000307,2015,Cranham,Havering,12729,2556,978,1247,1483,1922,1472,3071
4088,E05000308,2002,Elm Park,Havering,11952,2619,916,1467,1752,1565,1373,2260
4089,E05000308,2003,Elm Park,Havering,11821,2581,911,1396,1720,1514,1414,2285
4090,E05000308,2004,Elm Park,Havering,11864,2601,936,1330,1743,1546,1418,2290
4091,E05000308,2005,Elm Park,Havering,11896,2612,932,1370,1702,1554,1410,2316
4092,E05000308,2006,Elm Park,Havering,12172,2639,972,1378,1746,1636,1441,2360
4093,E05000308,2007,Elm Park,Havering,12207,2629,1015,1358,1752,1673,1433,2347
4094,E05000308,2008,Elm Park,Havering,12207,2641,1009,1369,1706,1746,1385,2351
4095,E05000308,2009,Elm Park,Havering,12262,2606,1068,1357,1663,1784,1400,2384
4096,E05000308,2010,Elm Park,Havering,12370,2603,1082,1366,1617,1858,1433,2411
4097,E05000308,2011,Elm Park,Havering,12490,2576,1130,1408,1564,1899,1479,2434
4098,E05000308,2012,Elm Park,Havering,12540,2605,1149,1439,1548,1866,1461,2472
4099,E05000308,2013,Elm Park,Havering,12628,2636,1146,1546,1520,1843,1462,2475
4100,E05000308,2014,Elm Park,Havering,12869,2683,1114,1692,1519,1835,1510,2516
4101,E05000308,2015,Elm Park,Havering,13055,2769,1058,1766,1591,1807,1555,2509
4102,E05000309,2002,Emerson Park,Havering,11432,2410,909,1093,1604,1698,1636,2082
4103,E05000309,2003,Emerson Park,Havering,11504,2444,925,1011,1619,1680,1696,2129
4104,E05000309,2004,Emerson Park,Havering,11465,2402,901,1027,1589,1642,1713,2191
4105,E05000309,2005,Emerson Park,Havering,11586,2421,932,993,1630,1645,1747,2218
4106,E05000309,2006,Emerson Park,Havering,11597,2399,931,1016,1580,1680,1754,2237
4107,E05000309,2007,Emerson Park,Havering,11733,2420,955,987,1573,1742,1741,2315
4108,E05000309,2008,Emerson Park,Havering,11830,2391,996,1002,1547,1785,1724,2385
4109,E05000309,2009,Emerson Park,Havering,11979,2389,1025,1059,1508,1799,1727,2472
4110,E05000309,2010,Emerson Park,Havering,11941,2319,1064,1092,1429,1825,1722,2490
4111,E05000309,2011,Emerson Park,Havering,11997,2303,1060,1125,1391,1861,1679,2578
4112,E05000309,2012,Emerson Park,Havering,12011,2320,1066,1127,1343,1844,1616,2695
4113,E05000309,2013,Emerson Park,Havering,12034,2307,1062,1173,1331,1819,1605,2737
4114,E05000309,2014,Emerson Park,Havering,12136,2319,1075,1227,1334,1790,1593,2798
4115,E05000309,2015,Emerson Park,Havering,12081,2313,1067,1264,1306,1720,1608,2803
4116,E05000310,2002,Gooshays,Havering,13855,3692,1081,1818,2067,1651,1124,2422
4117,E05000310,2003,Gooshays,Havering,13855,3708,1119,1775,2106,1661,1183,2303
4118,E05000310,2004,Gooshays,Havering,13806,3673,1171,1745,2126,1667,1227,2197
4119,E05000310,2005,Gooshays,Havering,13870,3689,1177,1783,2098,1730,1278,2115
4120,E05000310,2006,Gooshays,Havering,13994,3712,1210,1785,2097,1769,1359,2062
4121,E05000310,2007,Gooshays,Havering,14134,3746,1269,1805,2133,1770,1371,2040
4122,E05000310,2008,Gooshays,Havering,14298,3806,1325,1842,2109,1823,1365,2028
4123,E05000310,2009,Gooshays,Havering,14612,3916,1410,1924,2131,1896,1389,1946
4124,E05000310,2010,Gooshays,Havering,14742,3923,1423,1985,2093,2002,1404,1912
4125,E05000310,2011,Gooshays,Havering,14790,3931,1486,1984,2084,2004,1392,1909
4126,E05000310,2012,Gooshays,Havering,14945,3974,1523,2005,2084,2000,1413,1946
4127,E05000310,2013,Gooshays,Havering,15134,4066,1533,2068,2061,2068,1421,1917
4128,E05000310,2014,Gooshays,Havering,15501,4256,1495,2196,2109,2075,1447,1923
4129,E05000310,2015,Gooshays,Havering,15770,4291,1497,2304,2175,2075,1501,1927
4130,E05000311,2002,Hacton,Havering,12577,2722,973,1370,1954,1735,1491,2332
4131,E05000311,2003,Hacton,Havering,12636,2727,978,1378,1943,1774,1536,2300
4132,E05000311,2004,Hacton,Havering,12549,2725,964,1343,1912,1755,1566,2284
4133,E05000311,2005,Hacton,Havering,12583,2747,947,1301,1911,1759,1616,2302
4134,E05000311,2006,Hacton,Havering,12404,2677,951,1234,1881,1786,1627,2248
4135,E05000311,2007,Hacton,Havering,12433,2612,984,1244,1867,1820,1646,2260
4136,E05000311,2008,Hacton,Havering,12476,2600,982,1259,1803,1841,1691,2300
4137,E05000311,2009,Hacton,Havering,12428,2560,1019,1263,1711,1861,1702,2312
4138,E05000311,2010,Hacton,Havering,12366,2458,1030,1261,1650,1866,1735,2366
4139,E05000311,2011,Hacton,Havering,12267,2389,1027,1257,1558,1895,1704,2437
4140,E05000311,2012,Hacton,Havering,12280,2350,1048,1292,1509,1903,1655,2523
4141,E05000311,2013,Hacton,Havering,12353,2335,1051,1354,1482,1912,1667,2552
4142,E05000311,2014,Hacton,Havering,12439,2304,1053,1407,1474,1922,1675,2604
4143,E05000311,2015,Hacton,Havering,12342,2276,1025,1408,1462,1873,1696,2602
4144,E05000312,2002,Harold Wood,Havering,11990,2454,893,1841,1817,1564,1330,2091
4145,E05000312,2003,Harold Wood,Havering,11915,2387,915,1757,1858,1560,1405,2033
4146,E05000312,2004,Harold Wood,Havering,12278,2460,960,1830,1892,1592,1422,2122
4147,E05000312,2005,Harold Wood,Havering,12437,2521,950,1855,1906,1611,1476,2118
4148,E05000312,2006,Harold Wood,Havering,12449,2534,927,1804,1936,1648,1518,2082
4149,E05000312,2007,Harold Wood,Havering,12468,2579,923,1753,1918,1647,1543,2105
4150,E05000312,2008,Harold Wood,Havering,12470,2587,932,1723,1850,1688,1571,2119
4151,E05000312,2009,Harold Wood,Havering,12516,2561,973,1730,1832,1694,1577,2149
4152,E05000312,2010,Harold Wood,Havering,12622,2584,1015,1715,1810,1769,1545,2184
4153,E05000312,2011,Harold Wood,Havering,12691,2551,1058,1708,1797,1804,1541,2232
4154,E05000312,2012,Harold Wood,Havering,12735,2560,1055,1752,1736,1843,1461,2328
4155,E05000312,2013,Harold Wood,Havering,13033,2685,1066,1831,1735,1833,1465,2418
4156,E05000312,2014,Harold Wood,Havering,13371,2773,1111,1913,1804,1848,1473,2449
4157,E05000312,2015,Harold Wood,Havering,13835,2894,1132,2115,1851,1868,1502,2473
4158,E05000313,2002,Havering Park,Havering,12420,2989,1001,1564,1788,1724,1446,1908
4159,E05000313,2003,Havering Park,Havering,12292,2915,991,1524,1796,1643,1471,1952
4160,E05000313,2004,Havering Park,Havering,12276,2908,1013,1463,1795,1607,1537,1953
4161,E05000313,2005,Havering Park,Havering,12196,2865,1035,1437,1768,1594,1523,1974
4162,E05000313,2006,Havering Park,Havering,12171,2868,1062,1426,1724,1586,1520,1985
4163,E05000313,2007,Havering Park,Havering,12402,2946,1083,1517,1716,1597,1531,2012
4164,E05000313,2008,Havering Park,Havering,12678,2998,1112,1611,1690,1658,1517,2092
4165,E05000313,2009,Havering Park,Havering,12907,3110,1134,1648,1696,1708,1541,2070
4166,E05000313,2010,Havering Park,Havering,12927,3119,1127,1639,1702,1703,1558,2079
4167,E05000313,2011,Havering Park,Havering,13063,3137,1158,1635,1725,1734,1587,2087
4168,E05000313,2012,Havering Park,Havering,13177,3214,1147,1688,1688,1747,1541,2152
4169,E05000313,2013,Havering Park,Havering,13089,3223,1143,1714,1589,1757,1475,2188
4170,E05000313,2014,Havering Park,Havering,13369,3262,1178,1769,1632,1797,1464,2267
4171,E05000313,2015,Havering Park,Havering,13522,3271,1173,1767,1664,1821,1504,2322
4172,E05000314,2002,Heaton,Havering,11730,2658,822,1662,1678,1397,1330,2183
4173,E05000314,2003,Heaton,Havering,11796,2744,861,1594,1684,1348,1327,2238
4174,E05000314,2004,Heaton,Havering,11808,2733,850,1583,1669,1408,1370,2195
4175,E05000314,2005,Heaton,Havering,11848,2807,851,1573,1677,1404,1405,2131
4176,E05000314,2006,Heaton,Havering,11900,2801,854,1581,1710,1421,1444,2089
4177,E05000314,2007,Heaton,Havering,12032,2893,868,1564,1736,1436,1442,2093
4178,E05000314,2008,Heaton,Havering,12202,2968,907,1618,1759,1475,1439,2036
4179,E05000314,2009,Heaton,Havering,12401,3018,946,1615,1772,1528,1436,2086
4180,E05000314,2010,Heaton,Havering,12562,3087,985,1612,1796,1537,1431,2114
4181,E05000314,2011,Heaton,Havering,12610,3124,964,1637,1796,1570,1404,2115
4182,E05000314,2012,Heaton,Havering,12832,3196,998,1724,1766,1632,1376,2140
4183,E05000314,2013,Heaton,Havering,13004,3292,993,1760,1738,1670,1358,2193
4184,E05000314,2014,Heaton,Havering,13324,3423,1052,1849,1743,1678,1377,2202
4185,E05000314,2015,Heaton,Havering,13871,3631,1101,1958,1804,1749,1413,2215
4186,E05000315,2002,Hylands,Havering,12642,3036,1005,1408,2134,1820,1350,1889
4187,E05000315,2003,Hylands,Havering,12743,3039,1010,1387,2156,1840,1430,1881
4188,E05000315,2004,Hylands,Havering,12758,3032,987,1357,2098,1907,1465,1912
4189,E05000315,2005,Hylands,Havering,12746,3024,1016,1301,2051,1933,1520,1901
4190,E05000315,2006,Hylands,Havering,12737,2966,1032,1277,2013,2002,1533,1914
4191,E05000315,2007,Hylands,Havering,12783,2936,1113,1230,1951,2059,1563,1931
4192,E05000315,2008,Hylands,Havering,12836,2907,1170,1236,1851,2098,1597,1977
4193,E05000315,2009,Hylands,Havering,12955,2848,1234,1298,1769,2153,1649,2004
4194,E05000315,2010,Hylands,Havering,12940,2758,1228,1315,1718,2143,1700,2078
4195,E05000315,2011,Hylands,Havering,12983,2688,1303,1312,1638,2205,1719,2118
4196,E05000315,2012,Hylands,Havering,13048,2655,1310,1359,1584,2144,1746,2250
4197,E05000315,2013,Hylands,Havering,13059,2586,1316,1452,1490,2128,1767,2320
4198,E05000315,2014,Hylands,Havering,13210,2627,1281,1530,1519,2081,1820,2352
4199,E05000315,2015,Hylands,Havering,13374,2637,1261,1635,1524,2063,1817,2437
4200,E05000316,2002,Mawneys,Havering,12569,2882,857,1573,1939,1590,1385,2343
4201,E05000316,2003,Mawneys,Havering,12592,2856,920,1541,1986,1588,1406,2295
4202,E05000316,2004,Mawneys,Havering,12495,2874,896,1466,1954,1549,1484,2272
4203,E05000316,2005,Mawneys,Havering,12595,2892,880,1460,1971,1591,1515,2286
4204,E05000316,2006,Mawneys,Havering,12498,2782,912,1477,1901,1634,1549,2243
4205,E05000316,2007,Mawneys,Havering,12537,2809,917,1500,1860,1659,1530,2262
4206,E05000316,2008,Mawneys,Havering,12613,2796,983,1531,1809,1704,1534,2256
4207,E05000316,2009,Mawneys,Havering,12774,2812,1017,1569,1788,1743,1543,2302
4208,E05000316,2010,Mawneys,Havering,12800,2824,1041,1571,1750,1765,1541,2308
4209,E05000316,2011,Mawneys,Havering,12939,2833,1062,1642,1726,1790,1522,2364
4210,E05000316,2012,Mawneys,Havering,13098,2869,1087,1718,1659,1821,1468,2476
4211,E05000316,2013,Mawneys,Havering,13114,2880,1048,1785,1623,1815,1451,2512
4212,E05000316,2014,Mawneys,Havering,13339,2986,1072,1846,1588,1824,1453,2570
4213,E05000316,2015,Mawneys,Havering,13387,2973,1051,1838,1643,1875,1480,2527
4214,E05000317,2002,Pettits,Havering,12875,2804,963,1228,1860,1889,1636,2495
4215,E05000317,2003,Pettits,Havering,12807,2791,963,1193,1801,1870,1728,2461
4216,E05000317,2004,Pettits,Havering,12790,2781,955,1198,1821,1814,1764,2457
4217,E05000317,2005,Pettits,Havering,12808,2732,1012,1149,1817,1835,1789,2474
4218,E05000317,2006,Pettits,Havering,12759,2691,1027,1121,1809,1825,1823,2463
4219,E05000317,2007,Pettits,Havering,12799,2689,1044,1132,1799,1855,1836,2444
4220,E05000317,2008,Pettits,Havering,12795,2682,1045,1117,1751,1890,1838,2472
4221,E05000317,2009,Pettits,Havering,12842,2607,1094,1123,1709,1917,1874,2518
4222,E05000317,2010,Pettits,Havering,13002,2612,1087,1195,1666,1977,1841,2624
4223,E05000317,2011,Pettits,Havering,12945,2537,1076,1219,1583,1980,1835,2715
4224,E05000317,2012,Pettits,Havering,12987,2548,1079,1241,1533,1998,1747,2841
4225,E05000317,2013,Pettits,Havering,12990,2534,1072,1292,1466,1991,1720,2915
4226,E05000317,2014,Pettits,Havering,13167,2584,1044,1329,1453,2010,1709,3038
4227,E05000317,2015,Pettits,Havering,13081,2555,1003,1348,1472,1943,1721,3039
4228,E05000318,2002,Rainham and Wennington,Havering,12303,2841,988,1528,1954,1595,1433,1964
4229,E05000318,2003,Rainham and Wennington,Havering,12231,2796,1004,1521,1908,1582,1458,1962
4230,E05000318,2004,Rainham and Wennington,Havering,12135,2791,979,1464,1897,1552,1453,1999
4231,E05000318,2005,Rainham and Wennington,Havering,12236,2770,1010,1473,1864,1631,1454,2034
4232,E05000318,2006,Rainham and Wennington,Havering,12290,2776,1061,1425,1861,1677,1430,2060
4233,E05000318,2007,Rainham and Wennington,Havering,12328,2771,1065,1459,1800,1733,1435,2065
4234,E05000318,2008,Rainham and Wennington,Havering,12377,2742,1137,1445,1755,1779,1401,2118
4235,E05000318,2009,Rainham and Wennington,Havering,12407,2753,1150,1443,1698,1820,1411,2132
4236,E05000318,2010,Rainham and Wennington,Havering,12498,2760,1195,1439,1653,1876,1410,2165
4237,E05000318,2011,Rainham and Wennington,Havering,12537,2750,1237,1418,1596,1920,1416,2200
4238,E05000318,2012,Rainham and Wennington,Havering,12551,2743,1227,1433,1577,1910,1385,2276
4239,E05000318,2013,Rainham and Wennington,Havering,12515,2736,1221,1418,1540,1883,1401,2316
4240,E05000318,2014,Rainham and Wennington,Havering,12812,2800,1244,1511,1553,1943,1420,2341
4241,E05000318,2015,Rainham and Wennington,Havering,12964,2867,1186,1620,1573,1886,1489,2343
4242,E05000319,2002,Romford Town,Havering,13448,2757,1117,2448,2226,1671,1273,1956
4243,E05000319,2003,Romford Town,Havering,13519,2735,1126,2427,2200,1677,1338,2016
4244,E05000319,2004,Romford Town,Havering,13668,2757,1157,2476,2229,1686,1372,1991
4245,E05000319,2005,Romford Town,Havering,13840,2789,1161,2500,2252,1707,1425,2006
4246,E05000319,2006,Romford Town,Havering,14197,2813,1245,2584,2269,1792,1473,2021
4247,E05000319,2007,Romford Town,Havering,14513,2874,1323,2661,2335,1818,1497,2005
4248,E05000319,2008,Romford Town,Havering,14920,2948,1390,2762,2394,1863,1496,2067
4249,E05000319,2009,Romford Town,Havering,15265,3063,1395,2867,2361,1955,1502,2122
4250,E05000319,2010,Romford Town,Havering,15709,3136,1456,3043,2373,2007,1532,2162
4251,E05000319,2011,Romford Town,Havering,16021,3151,1467,3187,2439,1987,1557,2233
4252,E05000319,2012,Romford Town,Havering,16409,3323,1437,3204,2483,2072,1555,2335
4253,E05000319,2013,Romford Town,Havering,16882,3534,1478,3314,2474,2121,1568,2393
4254,E05000319,2014,Romford Town,Havering,17284,3651,1478,3403,2555,2117,1612,2468
4255,E05000319,2015,Romford Town,Havering,17503,3749,1406,3463,2607,2220,1612,2446
4256,E05000320,2002,St Andrew's,Havering,12779,2610,985,1479,1973,1711,1454,2567
4257,E05000320,2003,St Andrew's,Havering,12871,2615,962,1498,1965,1741,1499,2591
4258,E05000320,2004,St Andrew's,Havering,12822,2640,919,1428,1983,1728,1519,2605
4259,E05000320,2005,St Andrew's,Havering,12926,2665,931,1446,1980,1766,1524,2614
4260,E05000320,2006,St Andrew's,Havering,13001,2716,944,1446,1956,1803,1556,2580
4261,E05000320,2007,St Andrew's,Havering,13071,2673,998,1431,1940,1860,1562,2607
4262,E05000320,2008,St Andrew's,Havering,13207,2654,1059,1445,1895,1942,1580,2632
4263,E05000320,2009,St Andrew's,Havering,13353,2644,1104,1454,1840,2002,1606,2703
4264,E05000320,2010,St Andrew's,Havering,13333,2613,1128,1429,1776,2033,1629,2725
4265,E05000320,2011,St Andrew's,Havering,13347,2523,1155,1491,1682,2057,1637,2802
4266,E05000320,2012,St Andrew's,Havering,13326,2462,1169,1512,1648,2027,1671,2837
4267,E05000320,2013,St Andrew's,Havering,13436,2468,1189,1559,1609,2010,1701,2900
4268,E05000320,2014,St Andrew's,Havering,13728,2516,1182,1703,1614,2036,1739,2938
4269,E05000320,2015,St Andrew's,Havering,13682,2507,1177,1722,1589,2012,1706,2969
4270,E05000321,2002,South Hornchurch,Havering,12702,3003,943,1669,1954,1581,1485,2067
4271,E05000321,2003,South Hornchurch,Havering,12780,2996,991,1612,2008,1586,1506,2081
4272,E05000321,2004,South Hornchurch,Havering,13001,3090,1060,1606,1994,1638,1507,2106
4273,E05000321,2005,South Hornchurch,Havering,13037,3126,1056,1559,1975,1688,1524,2109
4274,E05000321,2006,South Hornchurch,Havering,13212,3122,1085,1527,1999,1735,1573,2171
4275,E05000321,2007,South Hornchurch,Havering,13243,3103,1106,1528,1976,1793,1551,2186
4276,E05000321,2008,South Hornchurch,Havering,13242,3129,1119,1514,1931,1796,1547,2206
4277,E05000321,2009,South Hornchurch,Havering,13308,3128,1167,1562,1889,1819,1521,2222
4278,E05000321,2010,South Hornchurch,Havering,13373,3174,1192,1558,1832,1873,1499,2245
4279,E05000321,2011,South Hornchurch,Havering,13596,3267,1205,1609,1796,1956,1489,2274
4280,E05000321,2012,South Hornchurch,Havering,13645,3264,1205,1671,1705,2011,1461,2328
4281,E05000321,2013,South Hornchurch,Havering,13652,3251,1194,1717,1683,2016,1449,2342
4282,E05000321,2014,South Hornchurch,Havering,13626,3263,1184,1723,1683,2003,1431,2339
